1,1,121.74,334.7,134.16000000000003,58.25999999999999,1,1,1.0
1,2,208.3,250.84,94.01999999999998,40.23999999999998,1,1,1.0
1,3,734.28,267.46,70.83000000000004,36.98000000000002,1,1,1.0
1,4,484.32,205.11,109.44,63.43000000000001,1,1,1.0
6,1,0.0,352.5,146.8,64.30000000000001,1,1,1.0
6,2,208.3,250.94,94.01999999999998,40.24000000000001,1,1,1.0
6,3,663.17,274.82,79.43000000000006,41.28000000000003,1,1,1.0
6,4,484.32,205.22,109.44,63.42999999999998,1,1,1.0
11,1,0.0,380.44,27.6,49.75999999999999,1,1,1.0
11,2,208.3,251.05,94.01999999999998,40.24000000000001,1,1,1.0
11,3,589.08,284.4,85.41999999999996,45.400000000000034,1,1,1.0
11,4,484.32,205.33,109.44,63.42999999999998,1,1,1.0
16,2,208.3,251.16,94.01999999999998,40.23999999999998,1,1,1.0
16,3,508.59,295.67,92.91000000000003,45.39999999999998,1,1,1.0
16,4,484.32,205.43,109.44,63.43000000000001,1,1,1.0
21,2,208.3,251.26,94.01999999999998,40.25,1,1,1.0
21,3,422.37,308.0,101.73000000000002,51.839999999999975,1,1,1.0
21,4,484.32,205.54,109.44,63.430000000000035,1,1,1.0
26,2,208.3,251.37,94.01999999999998,40.24000000000001,1,1,1.0
26,3,328.2,322.67,111.0,57.02999999999997,1,1,1.0
26,4,484.32,205.65,109.44,63.42999999999998,1,1,1.0
31,2,208.3,251.48,94.01999999999998,40.24000000000004,1,1,1.0
31,3,221.56,339.38,126.24000000000001,65.42000000000002,1,1,1.0
31,4,484.32,205.75,109.44,63.43000000000001,1,1,1.0
36,2,208.3,251.58,94.01999999999998,40.24999999999997,1,1,1.0
36,3,99.7,357.92,144.8,72.07999999999998,1,1,1.0
36,4,484.32,205.86,109.44,63.43000000000001,1,1,1.0
41,2,208.3,251.69,94.01999999999998,40.24000000000001,1,1,1.0
41,3,0.0,382.9,126.5,80.10000000000002,1,1,1.0
41,4,484.32,205.97,109.44,63.42999999999998,1,1,1.0
46,2,208.3,251.8,94.01999999999998,40.24000000000001,1,1,1.0
46,4,484.32,206.07,109.44,63.44,1,1,1.0
51,2,208.3,251.9,94.01999999999998,40.24999999999997,1,1,1.0
51,4,484.32,206.18,109.44,63.43000000000001,1,1,1.0
51,5,949.05,229.67,10.950000000000045,50.62000000000003,1,1,1.0
56,2,208.3,252.01,94.01999999999998,40.24000000000001,1,1,1.0
56,4,484.32,206.29,109.44,63.430000000000035,1,1,1.0
56,5,926.8,227.0,33.200000000000045,64.10000000000002,1,1,1.0
61,2,208.3,252.12,94.01999999999998,40.24000000000001,1,1,1.0
61,4,484.32,206.39,109.44,63.44,1,1,1.0
61,5,900.5,225.7,59.5,71.40000000000003,1,1,1.0
66,2,208.3,252.23,94.01999999999998,40.24000000000004,1,1,1.0
66,4,484.32,206.5,109.44,63.43000000000001,1,1,1.0
66,5,874.2,225.7,85.79999999999995,79.5,1,1,1.0
71,2,208.3,252.33,94.01999999999998,40.23999999999998,1,1,1.0
71,4,484.32,206.61,109.44,63.43000000000001,1,1,1.0
71,5,839.9,225.7,120.10000000000002,87.30000000000001,1,1,1.0
76,2,208.3,252.44,94.01999999999998,40.24000000000001,1,1,1.0
76,4,484.32,206.71,109.44,63.43999999999997,1,1,1.0
76,5,804.2,231.2,155.79999999999995,92.19999999999999,1,1,1.0
76,6,797.25,256.83,21.33000000000004,29.170000000000016,1,1,1.0
81,2,208.3,252.55,94.01999999999998,40.24000000000001,1,1,1.0
81,4,484.32,206.82,109.44,63.43000000000001,1,1,1.0
81,5,770.15,236.7,172.25,94.90000000000003,1,1,1.0
81,6,747.4,259.57,31.139999999999986,29.680000000000007,1,1,1.0
81,7,925.25,237.24,26.99000000000001,33.089999999999975,1,1,1.0
86,2,208.3,252.65,94.01999999999998,40.23999999999998,1,1,1.0
86,4,484.32,206.93,109.44,63.43000000000001,1,1,1.0
86,5,718.34,241.1,194.86,103.12000000000003,1,1,1.0
86,6,697.55,262.3,40.950000000000045,30.19999999999999,1,1,1.0
86,7,896.53,240.83,27.0,33.09,1,1,1.0
91,2,208.3,252.76,94.01999999999998,40.24000000000001,1,1,1.0
91,4,484.32,207.04,109.44,63.430000000000035,1,1,1.0
91,5,664.45,246.6,215.04999999999995,108.65,1,1,1.0
91,6,640.59,265.4,63.610000000000014,33.200000000000045,1,1,1.0
91,7,847.54,243.3,44.75999999999999,34.89999999999998,1,1,1.0
96,2,208.3,252.87,94.01999999999998,40.24000000000001,1,1,1.0
96,4,484.32,207.14,109.44,63.43000000000001,1,1,1.0
96,5,608.95,251.8,234.3499999999999,117.09999999999997,1,1,1.0
96,6,576.16,267.75,84.34000000000003,32.25,1,1,1.0
96,7,801.92,246.59,49.879999999999995,29.210000000000008,1,1,1.0
101,2,208.3,252.97,94.01999999999998,40.23999999999998,1,1,1.0
101,4,484.32,207.25,109.44,63.43000000000001,1,1,1.0
101,5,546.4,257.9,257.0,126.90000000000003,1,1,1.0
101,6,510.54,270.82,97.85999999999996,34.68000000000001,1,1,1.0
101,7,744.27,250.89,59.629999999999995,29.19999999999999,1,1,1.0
106,2,208.3,253.08,94.01999999999998,40.23999999999998,1,1,1.0
106,4,484.32,207.36,109.44,63.43000000000001,1,1,1.0
106,5,474.22,265.4,285.5799999999999,136.70000000000005,1,1,1.0
106,6,442.12,271.57,97.86000000000001,36.23000000000002,1,1,1.0
106,7,685.62,253.89,71.67999999999995,31.50999999999999,1,1,1.0
106,8,943.37,213.65,16.629999999999995,53.390000000000015,1,1,1.0
111,2,208.3,253.19,94.01999999999998,40.24000000000001,1,1,1.0
111,4,484.32,207.46,109.44,63.42999999999998,1,1,1.0
111,5,394.58,273.7,317.42,150.40000000000003,1,1,1.0
111,6,370.83,277.6,108.47000000000003,36.299999999999955,1,1,1.0
111,7,605.99,256.9,96.71000000000004,31.53000000000003,1,1,1.0
111,8,920.6,213.65,39.39999999999998,53.390000000000015,1,1,1.0
116,2,208.3,253.29,94.01999999999998,40.25000000000003,1,1,1.0
116,4,484.32,207.57,109.44,63.43000000000001,1,1,1.0
116,5,301.3,282.0,357.59999999999997,167.13,1,1,1.0
116,6,301.81,281.39,108.46999999999997,36.30000000000001,1,1,1.0
116,7,544.56,259.17,96.71000000000004,31.539999999999964,1,1,1.0
116,8,898.6,213.65,61.39999999999998,58.650000000000006,1,1,1.0
121,2,208.3,253.4,94.01999999999998,40.23999999999998,1,1,1.0
121,4,484.32,207.68,109.44,63.43000000000001,1,1,1.0
121,5,195.22,292.7,402.38,186.60000000000002,1,1,1.0
121,6,219.08,286.3,118.22,40.19999999999999,1,1,1.0
121,7,463.78,264.0,110.32000000000005,36.44,1,1,1.0
121,8,870.51,218.2,80.28999999999996,57.5,1,1,1.0
126,2,208.3,253.51,94.01999999999998,40.24000000000001,1,1,1.0
126,4,484.32,207.78,109.44,63.440000000000026,1,1,1.0
126,5,65.17,304.9,467.43,212.30000000000007,1,1,1.0
126,6,131.03,293.07,124.97,42.93000000000001,1,1,1.0
126,7,390.6,266.71,117.12,45.89000000000004,1,1,1.0
126,8,842.06,218.2,83.04000000000008,61.60000000000002,1,1,1.0
131,2,208.3,253.61,94.01999999999998,40.25,1,1,1.0
131,4,484.32,207.89,109.44,63.43000000000001,1,1,1.0
131,5,0.0,317.09,456.74,222.91000000000003,1,1,1.0
131,6,44.33,299.85,124.97000000000001,42.91999999999996,1,1,1.0
131,7,313.38,270.77,125.32,51.33000000000004,1,1,1.0
131,8,813.4,220.91,88.70000000000005,61.599999999999994,1,1,1.0
136,2,208.3,253.72,94.01999999999998,40.23999999999998,1,1,1.0
136,4,484.32,208.0,109.44,63.43000000000001,1,1,1.0
136,5,0.0,333.9,369.1,206.10000000000002,1,1,1.0
136,6,0.0,304.28,85.18,51.82000000000005,1,1,1.0
136,7,235.46,276.09,125.31999999999996,51.32000000000005,1,1,1.0
136,8,777.98,223.27,94.62,61.599999999999994,1,1,1.0
136,9,692.98,514.92,119.41999999999996,25.08000000000004,1,1,1.0
141,2,208.3,253.83,94.01999999999998,40.23999999999998,1,1,1.0
141,4,484.32,208.1,109.44,63.440000000000026,1,1,1.0
141,5,0.0,351.7,269.3,188.3,1,1,1.0
141,7,154.9,282.29,131.49999999999997,52.90999999999997,1,1,1.0
141,8,742.3,223.27,99.30000000000007,69.33000000000001,1,1,1.0
141,9,733.3,485.47,136.4000000000001,54.52999999999997,1,1,1.0
146,2,208.3,253.93,94.01999999999998,40.25,1,1,1.0
146,4,484.32,208.21,109.44,63.42999999999998,1,1,1.0
146,5,0.0,371.8,156.2,168.2,1,1,1.0
146,7,66.6,286.93,137.70000000000002,55.96999999999997,1,1,1.0
146,8,698.91,226.37,108.59000000000003,69.32999999999998,1,1,1.0
146,9,782.9,463.78,130.20000000000005,76.22000000000003,1,1,1.0
151,2,208.3,253.93,94.01999999999998,41.06999999999999,1,1,1.0
151,4,484.32,208.21,109.44,63.42999999999998,1,1,1.0
151,5,0.0,410.5,18.3,129.5,1,1,1.0
151,7,0.0,290.03,120.6,63.670000000000016,1,1,1.0
151,8,658.62,229.47,108.59000000000003,69.33000000000001,1,1,1.0
151,9,829.4,440.53,111.60000000000002,80.87,1,1,1.0
156,2,208.3,253.93,94.01999999999998,41.89999999999998,1,1,1.0
156,4,484.32,208.21,109.44,63.42999999999998,1,1,1.0
156,7,0.0,299.3,29.2,57.5,1,1,1.0
156,8,612.13,231.0,117.87,72.44999999999999,1,1,1.0
156,9,868.1,418.84,91.89999999999998,76.26000000000005,1,1,1.0
161,2,208.3,253.93,94.01999999999998,42.71999999999997,1,1,1.0
161,4,484.32,208.21,109.44,63.42999999999998,1,1,1.0
161,8,557.3,232.37,126.10000000000002,72.44999999999999,1,1,1.0
161,9,898.2,402.4,61.799999999999955,72.14000000000004,1,1,1.0
166,2,208.3,253.93,94.01999999999998,43.55000000000001,1,1,1.0
166,4,484.32,208.21,109.44,63.42999999999998,1,1,1.0
166,8,505.2,235.11,128.87000000000006,73.78999999999996,1,1,1.0
166,9,928.4,384.58,31.600000000000023,72.15000000000003,1,1,1.0
